2	15	spotdodgeActive
25	spotdodgeFAF
4	14	frollActive
27	frollFAF
4	14	brollActive
27	brollFAF
2	25	airdodgeActive
31	airdodgeFAF
1	12	ledgejumpActive
13	ledgejumpFAF
1	25	ledgerollActive
50	ledgerollFAF
1	33	ledgegetupActive
35	ledgegetupFAF
1	18	ledgeattackActive
56	ledgeattackFAF
5	jumpsquat
2	lightLanding
4	hardLanding
12	landingAirN
18	landingAirF
17	landingAirB
21	landingAirHi
40	landingAirLw
8	landingAirZ
1	22	getupFActive
30	getupFFAF
1	22	getupBActive
30	getupBFAF
1	24	getupfrollFActive
36	getupfrollFFAF
1	24	getupfrollBActive
36	getupfrollBFAF
1	25	getupbrollFActive
36	getupbrollFFAF
1	31	getupbrollBActive
36	getupbrollBFAF
1	20	passiveActive
27	passiveFAF
1	20	getupBActive
41	passiveFFAF
1	20	passiveBActive
41	passiveBFAF
