3	17	spotdodgeActive
27	spotdodgeFAF
4	16	frollActive
30	frollFAF
4	16	brollActive
30	brollFAF
3	27	airdodgeActive
33	airdodgeFAF
1	12	ledgejumpActive
13	ledgejumpFAF
1	27	ledgerollActive
50	ledgerollFAF
1	33	ledgegetupActive
35	ledgegetupFAF
1	15	ledgeattackActive
52	ledgeattackFAF
6	jumpsquat
2	lightLanding
4	hardLanding
12	landingAirN
16	landingAirF
27	landingAirB
12	landingAirHi
19	landingAirLw
0	landingAirZ
1	22	getupFActive
30	getupFFAF
1	22	getupBActive
30	getupBFAF
1	21	getupfrollFActive
36	getupfrollFFAF
1	21	getupfrollBActive
36	getupfrollBFAF
1	21	getupbrollFActive
36	getupbrollFFAF
1	21	getupbrollBActive
36	getupbrollBFAF
