2	15	spotdodgeActive
25	spotdodgeFAF
4	15	frollActive
28	frollFAF
4	15	brollActive
28	brollFAF
2	25	airdodgeActive
31	airdodgeFAF
1	12	ledgejumpActive
13	ledgejumpFAF
1	33	ledgerollActive
50	ledgerollFAF
1	33	ledgegetupActive
35	ledgegetupFAF
1	18	ledgeattackActive
55	ledgeattackFAF
4	jumpsquat
2	lightLanding
4	hardLanding
10	landingAirN
10	landingAirF
12	landingAirB
21	landingAirHi
30	landingAirLw
0	landingAirZ
1	22	getupFActive
30	getupFFAF
1	22	getupBActive
30	getupBFAF
1	19	getupfrollFActive
36	getupfrollFFAF
1	19	getupfrollBActive
36	getupfrollBFAF
1	19	getupbrollFActive
36	getupbrollFFAF
1	22	getupbrollBActive
36	getupbrollBFAF
1	20	passiveActive
27	passiveFAF
1	20	getupBActive
41	passiveFFAF
1	20	passiveBActive
41	passiveBFAF
