3	17	spotdodgeActive
27	spotdodgeFAF
4	17	frollActive
31	frollFAF
4	17	brollActive
31	brollFAF
3	27	airdodgeActive
33	airdodgeFAF
1	12	ledgejumpActive
13	ledgejumpFAF
1	24	ledgerollActive
50	ledgerollFAF
1	32	ledgegetupActive
34	ledgegetupFAF
1	17	ledgeattackActive
56	ledgeattackFAF
4	jumpsquat
2	lightLanding
4	hardLanding
10	landingAirN
13	landingAirF
17	landingAirB
12	landingAirHi
17	landingAirLw
0	landingAirZ
1	22	getupFActive
30	getupFFAF
1	22	getupBActive
30	getupBFAF
1	23	getupfrollFActive
36	getupfrollFFAF
1	18	getupfrollBActive
36	getupfrollBFAF
1	28	getupbrollFActive
36	getupbrollFFAF
1	20	getupbrollBActive
36	getupbrollBFAF
