3	18	spotdodgeActive
28	spotdodgeFAF
4	17	frollActive
31	frollFAF
4	17	brollActive
31	brollFAF
3	28	airdodgeActive
34	airdodgeFAF
1	12	ledgejumpActive
13	ledgejumpFAF
1	29	ledgerollActive
50	ledgerollFAF
1	32	ledgegetupActive
34	ledgegetupFAF
1	21	ledgeattackActive
56	ledgeattackFAF
6	jumpsquat
2	lightLanding
4	hardLanding
19	landingAirN
23	landingAirF
25	landingAirB
19	landingAirHi
18	landingAirLw
0	landingAirZ
1	22	getupFActive
30	getupFFAF
1	22	getupBActive
30	getupBFAF
1	20	getupfrollFActive
36	getupfrollFFAF
1	20	getupfrollBActive
36	getupfrollBFAF
1	20	getupbrollFActive
36	getupbrollFFAF
1	20	getupbrollBActive
36	getupbrollBFAF
